iata_code	name	timezone
TYE	Tyonek Airport	America/Anchorage
TYF	Torsby	Europe/Stockholm
TYG	Thylungra Airport	Australia/Brisbane
TYL	Cap. FAP Víctor Montes Arias Airport	America/Lima
TYM	Staniel Cay Airport	America/Nassau
TYN	Taiyuan Wusu International Airport	Asia/Shanghai
TYO	Tokyo	Asia/Tokyo
TYP	Tobermorey Airport	Australia/Darwin
TYR	Tyler Pounds Field	America/Chicago
TYS	McGhee Tyson Airport	America/New_York
TYT	Treinta Y Tres	America/Montevideo
TYZ	Taylor Airport	America/Phoenix
TZA	Belize City Municipal Airport	America/Belize
TZC	Caro, Tuscola Area Airport	America/Detroit
TZL	Tuzla International Airport	Europe/Sarajevo
TZM	Cupul National Airport	America/Merida
TZN	South Andros	America/Nassau
TZO	Ankisatra Tsimiro Airport	Indian/Antananarivo
TZR	Taszár Air Base	Europe/Budapest
TZX	Trabzon Airport	Europe/Istanbul
UAB	Incirlik Air Base	Europe/Istanbul
UAC	San Luis Río Colorado Airport	America/Hermosillo
UAE	Mount Aue	Pacific/Port_Moresby
UAH	Ua Huka Airport	Pacific/Marquesas
UAI	Suai Airport	Asia/Dili
UAK	Narsarsuaq Airport	America/Nuuk
UAL	Luau Airport	Africa/Luanda
UAM	USAF Andersen Air Force Base	Pacific/Guam
UAP	Ua Pou Airport	Pacific/Marquesas
UAQ	Domingo Faustino Sarmiento Airport	America/Argentina/San_Juan
UAR	Bouarfa Interntional Airport	Africa/Casablanca
UAS	Samburu South Airport	Africa/Nairobi
UAX	Uaxactun Airport	America/Guatemala
UBA	Uberaba	America/Sao_Paulo
UBB	Mabuiag Island Airport	Australia/Brisbane
UBI	Buin	Pacific/Bougainville
UBJ	Yamaguchi Ube Airport	Asia/Tokyo
UBN	New Ulaanbaatar International Airport	Asia/Ulaanbaatar
UBP	Ubon Ratchathani	Asia/Bangkok
UBR	Ubrub Airport	Asia/Jayapura
UBS	Columbus-Lowndes County Airport	America/Chicago
UBT	Ubatuba Airport	America/Sao_Paulo
UBU	Kalumburu	Australia/Perth
UBW	Bridgwater Railway Station	Europe/London
UCA	Utica	America/New_York
UCB	Ulanqab Airport	Asia/Shanghai
UCC	Yucca Airstrip	America/Los_Angeles
UCE	Eunice LA US	America/Chicago
UCK	Lutsk Airport	Europe/Uzhgorod
UCN	Buchanan Airport	Africa/Monrovia
UCT	Ukhta Airport	Europe/Moscow
UCY	Union City	America/Chicago
UCZ	Uchiza Airport	America/Lima
UDA	Undara Volcanic National Park	Australia/Brisbane
UDD	Bermuda Dunes Airport	America/Los_Angeles
UDE	Volkel Airport	Europe/Amsterdam
UDI	Uberlândia–Ten. Cel. Av. César Bombonato Airport	America/Sao_Paulo
UDJ	Uzhhorod	Europe/Uzhgorod
UDN	Udine-Campoformido Airport	Europe/Rome
UDO	Udomxay	Asia/Vientiane
UDR	Maharana Pratap international Airport	Asia/Kolkata
UEE	Queenstown Airport	Australia/Hobart
UEL	Quelimane Airport	Africa/Maputo
UEN	Urengoy	Asia/Yekaterinburg
UEO	Kumejima	Asia/Tokyo
UER	Puertollano Railway Station	Europe/Madrid
UES	Waukesha County Airport	America/Chicago
UET	Quetta International Airport	Asia/Karachi
UFA	Ufa International Airport	Asia/Yekaterinburg
UFM	Falmouth Town Railway Station	Europe/London
UGA	Bulgan Airport	Asia/Ulaanbaatar
UGB	Ugashik Bay Airport	America/Anchorage
UGC	Urgench International Airport	Asia/Samarkand
UGI	Uganik Island	America/Anchorage
UGL	Union Glacier Camp	Antarctica/Rothera
UGN	Waukegan Regional Airport	America/Chicago
UGO	Uige Airport	Africa/Luanda
UGR	Burgos Rosa de Lima Railway Station	Europe/Madrid
UGS	Ugashik Airport	America/Anchorage
UGT	Umnugobitour	Asia/Ulaanbaatar
UGU	Zugapa Airport	Asia/Jayapura
UHE	Kunovice Airport	Europe/Prague
UHS	Aleksandrovsk Sakhalinskiy	Asia/Sakhalin
UIB	El Caraño Airport	America/Bogota
UIG	Huaihua South Railway Station	Asia/Shanghai
UIH	Phu Cat Airport	Asia/Ho_Chi_Minh
UII	Utila Airport	America/Tegucigalpa
UIK	Ust-Ilimsk Airport	Asia/Irkutsk
UIL	Quillayute Airport	America/Los_Angeles
UIN	Quincy Regional Airport	America/Chicago
UIO	Mariscal Sucre International Airport	America/Guayaquil
UIP	Quimper-Pluguffan	Europe/Paris
UIQ	Quoin Hill Airport	Pacific/Efate
UIR	Quirindi Airport	Australia/Sydney
UIT	Jaluit Airport	Pacific/Majuro
UIZ	Utica	America/Detroit
UJE	Ujae Airfield	Pacific/Kwajalein
UJN	Uljin Airport	Asia/Seoul
UJU	Uiju Airport	Asia/Pyongyang
UKA	Ukunda Airstrip	Africa/Nairobi
UKB	Kobe Airport	Asia/Tokyo
UKG	Ust-Kuyga Airport	Asia/Vladivostok
UKH	Mukhaizna	Asia/Muscat
UKI	Ukiah Municipal Airport	America/Los_Angeles
UKK	Oskemen Airport	Asia/Almaty
UKN	Waukon IA US Municipal	America/Chicago
UKR	Mukeiras Airport	Asia/Aden
UKS	Sevastopol International Airport	Europe/Simferopol
UKT	Quakertown Airport	America/New_York
UKU	Nuku Airport	Pacific/Port_Moresby
UKX	Ust-Kut Airport	Asia/Irkutsk
UKY	Kyoto Heliport	Asia/Tokyo
ULA	Capitán José Daniel Vazquez Airport	America/Argentina/Rio_Gallegos
ULB	Ulei Airport	Pacific/Efate
ULC	Los Cerrillos Airport	America/Santiago
ULD	Prince Mangosuthu Buthelez Airport	Africa/Johannesburg
ULE	Sule Airport	Pacific/Port_Moresby
ULG	Ölgii Airport	Asia/Hovd
ULH	Prince Abdul Majeed bin Abdulaziz Domestic Airport	Asia/Riyadh
ULI	Ulithi Airport	Pacific/Chuuk
ULK	Lensk Airport	Asia/Yakutsk
ULL	Glenforsa Airfield	Europe/London
ULM	New Ulm Municipal Airport	America/Chicago
ULN	Buyant-Ukhaa International Airport	Asia/Ulaanbaatar
ULO	Ulaangom Airport	Asia/Hovd
ULP	Quilpie Airport	Australia/Brisbane
ULQ	Farfan Airport	America/Bogota
ULS	Mulatos	America/Bogota
ULU	Gulu Airport	Africa/Kampala
ULV	Ulyanovsk Baratayevka Airport	Europe/Ulyanovsk
ULX	Ulusaba Game Park	Africa/Johannesburg
ULY	Ulyanovsk Vostochny Airport	Europe/Ulyanovsk
ULZ	Donoi Airport	Asia/Hovd
UMA	Punta de Maisi Airport	America/Havana
UMB	Umnak Island	America/Adak
UMC	Umba Airport	Pacific/Port_Moresby
UMD	Uummannaq Heliport	America/Nuuk
UME	Umeå Airport	Europe/Stockholm
UMI	Quince Air Base	America/Lima
UMM	Summit	America/Anchorage
UMR	RAAF Woomera Airfield	Australia/Adelaide
UMS	Ust-Maya Airport	Asia/Vladivostok
UMT	Umiat Airport	America/Anchorage
UMU	Umuarama Airport	America/Sao_Paulo
UMY	Sumy Airport	Europe/Kiev
UMZ	Mena Intermountain Municipal Airport	America/Chicago
UNA	Una-Comandatuba Airport	America/Bahia
UNC	Unguia	America/Bogota
UND	Kunduz Airport	Asia/Kabul
UNE	Qacha's Nek Airport	Africa/Maseru
UNG	Kiunga Airport	Pacific/Port_Moresby
UNI	Union Island Airport	America/St_Vincent
UNK	Unalakleet Airport	America/Anchorage
UNN	Ranong Airport	Asia/Bangkok
UNR	Underkhaan	Asia/Ulaanbaatar
UNS	Umnak Island Airport	America/Adak
UNT	Unst Baltasound	Europe/London
UNU	Juneau	America/Chicago
UOA	Moruroa Airport	Pacific/Tahiti
UOL	Pogogul Airport	Asia/Makassar
UON	Muong Sai	Asia/Vientiane
UOS	Sewanee	America/Chicago
UOX	University-Oxford Airport	America/Chicago
UPA	Punta Alegre	America/Havana
UPB	Playa Baracoa Airport	America/Havana
UPC	Puerto De La Cruz ES	Atlantic/Canary
UPF	Pforzheim	Europe/Berlin
UPG	Sultan Hasanuddin International Airport	Asia/Makassar
UPK	Upernavik Kujalleq Heliport	America/Nuuk
UPL	Upala Airport	America/Costa_Rica
UPN	Lic. y Gen. Ignacio López Rayón International Airport	America/Mexico_City
UPP	Hāwī	Pacific/Honolulu
UPR	Upiara	Pacific/Port_Moresby
UPV	RAF Upavon	Europe/London
UQE	Queen Airport	America/Anchorage
URA	Oral Ak Zhol Airport	Asia/Oral
URB	Urubupunga Airport	America/Sao_Paulo
URC	Ürümqi Diwopu International Airport	Asia/Urumqi
URD	Burg Feuerstein Airport	Europe/Berlin
URE	Kuressaare Airport	Europe/Tallinn
URG	Uruguaiana Aeroporto	America/Sao_Paulo
URI	Uribe	America/Bogota
URJ	Uray Airport	Asia/Yekaterinburg
URM	Uriman Airport	America/Caracas
URN	Urgun Heliport	Asia/Kabul
URO	Rouen Airport	Europe/Paris
URR	Urrao Airport	America/Bogota
URS	Kursk East Airport	Europe/Moscow
URT	Surat Thani Airport	Asia/Bangkok
URU	Uroubi	Pacific/Port_Moresby
URY	Gurayat Domestic Airport	Asia/Riyadh
URZ	Uruzgan	Asia/Kabul
USA	Concord-Padgett Regional Airport	America/New_York
USC	Union County Airport - Troy Shelton Field	America/New_York
USH	Ushuaia Aerodrome	America/Argentina/Ushuaia
USI	Mabaruma Airport	America/Guyana
USJ	Usharal Airport	Asia/Almaty
USK	Usinsk Airport	Europe/Moscow
USL	Useless Loop Airport	Australia/Perth
USM	Koh Samui Airport	Asia/Bangkok
USN	Ulsan Airport	Asia/Seoul
USO	Usino	Pacific/Port_Moresby
USQ	Uşak Airport	Europe/Istanbul
USR	Ust-Nera Airport	Asia/Magadan
USS	Sancti Spíritus Airport	America/Havana
UST	Northeast Florida Regional Airport	America/New_York
USU	Francisco B. Reyes Airport	Asia/Manila
USX	St Austell Railway Station	Europe/London
UTA	Mutare Airport	Africa/Harare
UTB	Muttaburra Airport	Australia/Brisbane
UTC	Soesterberg Air Base	Europe/Amsterdam
UTD	Nutwood Downs	Australia/Darwin
UTE	Butterworth Airport	Africa/Johannesburg
UTG	Quthing Airport	Africa/Maseru
UTH	Udon Thani International Airport	Asia/Bangkok
UTI	Utti Airport	Europe/Helsinki
UTK	Utrik	Pacific/Majuro
UTL	Torremolinos	Europe/Madrid
UTM	Tunica Municipal Airport	America/Chicago
UTN	Upington Airport	Africa/Johannesburg
UTO	Utopia Creek	America/Anchorage
UTP	U-Tapao International Airport	Asia/Bangkok
UTR	Uttaradit Airport	Asia/Bangkok
UTS	Ust-Tsilma Airport	Europe/Moscow
UTT	Mthatha Airport	Africa/Johannesburg
UTU	Ustupo Airport	America/Panama
UTW	Queenstown Airport	Africa/Johannesburg
UUA	Bugulma Airport	Europe/Moscow
UUD	Ulan-Ude Airport	Asia/Irkutsk
UUK	Kuparuk	America/Anchorage
UUN	Baruun Urt Airport	Asia/Choibalsan
UUS	Yuzhno-Sakhalinsk Airport	Asia/Sakhalin
UUU	Manumu Airport	Pacific/Port_Moresby
UVA	Uvalde	America/Chicago
UVE	Ouvéa Ouloup Airport	Pacific/Noumea
UVF	Hewanorra International Airport	America/St_Lucia
UVI	União da Vitória Airport	America/Sao_Paulo
UVL	El Kharga Airport	Africa/Cairo
UVO	Uvol	Pacific/Port_Moresby
UWA	Ware	America/New_York
UWC	Worcester Foregate Street Railway Station	Europe/London
UWE	Wiesbaden Central Station	Europe/Berlin
UWP	Elberfeld	Europe/Berlin
UYL	Nyala Airport	Africa/Khartoum
UYN	Yulin Airport	Asia/Shanghai
UYU	Uyuni Airport	America/La_Paz
UZC	Ponikve Airport	Europe/Belgrade
UZH	Unayzah	Asia/Riyadh
UZM	Hope Bay Airport	America/Cambridge_Bay
UZR	Urzhar Airport	Asia/Almaty
UZU	Curuzú Cuatiá Airport	America/Argentina/Cordoba
VAA	Vaasa Airport	Europe/Helsinki
VAB	Yavarate	America/Bogota
VAC	Varrelbusch Airport	Europe/Berlin
VAD	Moody Air Force Base	America/New_York
VAF	Valence-Chabeuil Airport	Europe/Paris
VAG	Major Brigadeiro Trompowsky Airport	America/Sao_Paulo
VAH	Capitán Av. Vidal Villagomez Toledo Airport	America/La_Paz
VAI	Vanimo Airport	Pacific/Port_Moresby
VAK	Chevak Airport	America/Nome
VAL	Valença Airport	America/Bahia
VAM	Villa International Airport	Indian/Maldives
VAN	Van Ferit Melen Airport	Europe/Istanbul
VAO	Suavanao Airport	Pacific/Guadalcanal
VAP	Rodelillo Airport	America/Santiago
VAR	Varna Airport	Europe/Sofia
VAS	Sivas Airport	Europe/Istanbul
VAT	Vatomandry Airport	Indian/Antananarivo
VAU	Vatukoula Airport	Pacific/Fiji
VAV	Vava'u International Airport	Pacific/Tongatapu
VAW	Vardø Airport, Svartnes	Europe/Oslo
VAZ	Val-D'Isere	Europe/Paris
VBA	Ann Airport	Asia/Yangon
VBC	Mandalay Chanmyathazi Airport	Asia/Yangon
VBG	Vandenberg Air Force Base	America/Los_Angeles
VBL	Anshan West Railway Station	Asia/Shanghai
VBM	Blue Mountain Airport	America/Anchorage
VBP	Bokpyin Airport	Asia/Yangon
VBR	Vyborg Railway Station	Europe/Moscow
VBS	Verona Brescia Airport	Europe/Rome
VBT	Vigo Bus Station	Europe/Madrid
VBV	Vanuabalavu Airport	Pacific/Fiji
VBY	Visby Airport	Europe/Stockholm
VCA	Can Tho International Airport	Asia/Ho_Chi_Minh
VCC	Vacaria Airport	America/Sao_Paulo
VCD	Victoria River Downs Airport	Australia/Darwin
VCE	Venice Marco Polo Airport	Europe/Rome
VCF	Valcheta Airport	America/Argentina/Salta
VCH	Vichadero Airport	America/Montevideo
VCL	Chu Lai International Airport	Asia/Ho_Chi_Minh
VCP	Viracopos International Airport	America/Sao_Paulo
VCR	Carora Airport	America/Caracas
VCS	Con Dao Airport	Asia/Ho_Chi_Minh
VCT	Victoria Regional Airport	America/Chicago
VCV	Victorville	America/Los_Angeles
VDA	Ovda Airport	Asia/Jerusalem
VDB	Fagernes Airport, Leirin	Europe/Oslo
VDC	Pedro Otacílio Figueiredo Airport	America/Bahia
VDE	El Hierro Airport	Atlantic/Canary
VDH	Dong Hoi Airport	Asia/Bangkok
VDI	Vidalia Regional Airport	America/New_York
VDM	Gobernador Edgardo Castello Airport	America/Argentina/Salta
VDO	Van Don International Airport	Asia/Bangkok
VDP	Valle de la Pascua	America/Caracas
VDR	Villa Dolores Aerodrome	America/Argentina/Cordoba
VDS	Vadsø Airport	Europe/Oslo
VDT	Tres Cruces Bus Station	America/Montevideo
VDU	Mellon Ranch Airport	America/Chicago
VDY	Vidyanagar Airport	Asia/Kolkata
VDZ	Valdez	America/Anchorage
VEE	Venetie Airport	America/Anchorage
VEG	Maikwak Airport	America/Guyana
VEL	Vernal Regional Airport	America/Denver
VER	General Heriberto Jara International Airport	America/Mexico_City
VEV	Barakoma Airport	Pacific/Guadalcanal
VEX	Tioga Municipal Airport	America/Chicago
VEY	Vestmannaeyjar Airport	Atlantic/Reykjavik
VFA	Victoria Falls Airport	Africa/Harare
VFC	Villefranche-sur-Saône Bus Station	Europe/Paris
VGA	Vijayawada Airport	Asia/Kolkata
VGD	Vologda Airport	Europe/Moscow
VGG	Vangrieng LA	Asia/Vientiane
VGN	Mindoro	Asia/Manila
VGO	Vigo-Peinador Airport	Europe/Madrid
VGS	General Villegas Airport	America/Argentina/Buenos_Aires
VGT	North Las Vegas Air Terminal	America/Los_Angeles
VGZ	Villa Garzón Airport	America/Bogota
VHC	Saurimo Airport	Africa/Luanda
VHM	Vilhelmina Airport	Europe/Stockholm
VHN	Van Horn	America/Chicago
VHV	Verkhnevilyuysk Airport	Asia/Yakutsk
VHY	Vichy - Charmeil Airport	Europe/Paris
VHZ	Vahitahi Airport	Pacific/Tahiti
VIA	Videira Airport	America/Sao_Paulo
VIB	Villa Constitución Airport	America/Mazatlan
VIC	Vicenza Airport	Europe/Rome
VIE	Vienna	Europe/Vienna
VIF	Vieste Heliport	Europe/Rome
VIG	Juan Pablo Pérez Alfonso Airport	America/Caracas
VIH	Vichy	America/Chicago
VII	Vinh Airport	Asia/Bangkok
VIJ	Virgin Gorda Airport	America/Tortola
VIK	Kavik	America/Anchorage
VIL	Dakhla Airport	Africa/Casablanca
VIN	Havryshivka International Airport	Europe/Kiev
VIO	Vitoria-Gasteiz Railway Station	Europe/Madrid
VIQ	Viqueque Airport	Asia/Dili
VIR	Virginia Aerodrome	Africa/Johannesburg
VIS	Visalia Municipal Airport	America/Los_Angeles
VIT	Vitoria Airport	Europe/Madrid
VIU	Viru Harbour Airstrip	Pacific/Guadalcanal
VIV	Vivigani Airport	Pacific/Port_Moresby
VIX	Eurico de Aguiar Salles Airport	America/Sao_Paulo
VIY	Vélizy – Villacoublay Air Base	Europe/Paris
VJB	Xai-Xai	Africa/Maputo
VJI	Virginia Highlands Airport	America/New_York
VJQ	Vila Junqueiro	Africa/Maputo
VKB	Merano	Europe/Rome
VKG	Rach Gia Airport	Asia/Ho_Chi_Minh
VKO	Vnukovo International Airport	Europe/Moscow
VKR	Kraków Główny Railway Station	Europe/Warsaw
VKS	Vicksburg Municipal Airport	America/Chicago
VKT	Vorkuta Airport	Europe/Moscow
VKW	Kavik River Camp	America/Anchorage
VLA	Vandalia Municipal Airport	America/Chicago
VLC	Valencia Airport	Europe/Madrid
VLD	Valdosta Regional Airport	America/New_York
VLE	Valle Airport	America/Phoenix
VLG	Villa Gesell Airport	America/Argentina/Buenos_Aires
VLI	Port Vila - Bauerfield International Airport	Pacific/Efate
VLK	Volgodonsk Airport	Europe/Moscow
VLL	Valladolid Airport	Europe/Madrid
VLM	Villamontes	America/La_Paz
VLN	Valencia	America/Caracas
VLO	Vallejo	America/Los_Angeles
VLP	Vila Rica Airport	America/Cuiaba
VLR	Vallenar	America/Santiago
VLS	Valesdir Airport	Pacific/Efate
VLU	Velikie Luki	Europe/Moscow
VLV	Valera Airport	America/Caracas
VLY	Royal Air Force Valley	Europe/London
VME	Villa Mercedes	America/Argentina/San_Luis
VMI	Dr Juan Plate Airport	America/Asuncion
VMU	Baimuru Airport	Pacific/Port_Moresby
VNA	Saravane	Asia/Vientiane
VNC	Venice Municipal Airport	America/New_York
VND	Vangaindrano Airport	Indian/Antananarivo
VNE	Vannes-Meucon Airport	Europe/Paris
VNG	Viengxay	Asia/Vientiane
VNL	Viñales Bus Station	America/Havana
VNO	Vilnius International Airport	Europe/Vilnius
VNR	Vanrook Station Airport	Australia/Brisbane
VNS	Lal Bahadur Shastri Airport	Asia/Kolkata
VNT	Ventspils	Europe/Riga
VNX	Vilanculos Airport	Africa/Maputo
VNY	Van Nuys Airport	America/Los_Angeles
VNZ	Vicenza Railway Station	Europe/Rome
VOD	Vodochody Airport	Europe/Prague
VOG	Volgograd International Airport	Europe/Volgograd
VOH	Vohemar Airport	Indian/Antananarivo
VOI	Voinjama Airport	Africa/Monrovia
VOK	Volk / Camp Douglas	America/Chicago
VOL	Nea Anchialos National Airport	Europe/Athens
VOT	Votuporanga Airport	America/Sao_Paulo
VOZ	Voronezh International Airport	Europe/Moscow
VPE	Ngjiva Pereira Airport	Africa/Luanda
VPG	Vipingo Airport	Africa/Nairobi
VPN	Vopnafjörður Airport	Atlantic/Reykjavik
VPS	Destin–Fort Walton Beach Airport	America/Chicago
VPY	Chimoio	Africa/Maputo
VPZ	Valparaiso	America/Chicago
VQQ	Cecil Airport	America/New_York
VQS	Antonio Rivera Rodríguez Airport	America/Puerto_Rico
VRA	Juan Gualberto Gómez International Airport	America/Havana
VRB	Vero Beach Municipal Airport	America/New_York
VRC	Virac Airstrip	Asia/Manila
VRD	Radom Bus Station	Europe/Warsaw
VRE	Vredendal	Africa/Johannesburg
VRI	Varandey Airport	Europe/Moscow
VRK	Varkaus Airport	Europe/Helsinki
VRL	Vila Real Airport	Europe/Lisbon
VRN	Verona Villafranca Airport	Europe/Rome
VRO	Matanzas	America/Havana
VRR	Vlorë Railway Station	Europe/Tirane
VRS	Versailles	America/Chicago
VRU	Vryburg Airport	Africa/Johannesburg
VRY	Værøy Heliport	Europe/Oslo
VSA	Carlos Rovirosa Pérez International Airport	America/Merida
VSE	Viseu Airport	Europe/Lisbon
VSF	Springfield	America/New_York
VSG	Luhansk International Airport	Europe/Zaporozhye
VSK	Vista Field	America/Los_Angeles
VSN	Venlo Railway Station	Europe/Amsterdam
VSO	Phuoclong	Asia/Ho_Chi_Minh
VST	Stockholm-Västerås Airport	Europe/Stockholm
VTA	Victoria	America/Tegucigalpa
VTB	Vitebsk Vostochny Airport	Europe/Minsk
VTE	Wattay International Airport	Asia/Vientiane
VTF	Vatulele Airport	Pacific/Fiji
VTG	Vung Tau Airport	Asia/Ho_Chi_Minh
VTI	Vitoria-Gasteiz Bus Station	Europe/Madrid
VTL	Vittel Champ De Course Airport	Europe/Paris
VTM	Nevatim Air Base	Asia/Jerusalem
VTN	Valentine	America/Chicago
VTU	Hermanos Ameijeiras Airport	America/Havana
VTZ	Visakhapatnam Airport	Asia/Kolkata
VUP	Valledupar / Alfonso Lopez	America/Bogota
VUS	Velikiy Ustyug Airport	Europe/Moscow
VUU	Liwonde Mvuu Camp Airport	Africa/Blantyre
VVB	Mahanoro	Indian/Antananarivo
VVC	Villavicencio / Vanguardia	America/Bogota
VVE	City Name Test Three	Europe/Paris
VVI	Viru Viru International Airport	America/La_Paz
VVK	Västervik flygplats	Europe/Stockholm
VVN	Las Malvinas/Echarate Airport	America/Lima
VVO	Vladivostok International Airport	Asia/Vladivostok
VVZ	Takhamalt Airport	Africa/Algiers
VWA	Shenyang North Railway Station	Asia/Shanghai
VWB	Changchun West Railway Station	Asia/Shanghai
VWY	Nilgiris District	Asia/Kolkata
VXC	Lichinga	Africa/Maputo
VXE	Cesária Évora Airport	Atlantic/Cape_Verde
VXO	Växjö	Europe/Stockholm
VYD	Vryheid Airport	Africa/Johannesburg
VYI	Vilyuysk Airport	Asia/Yakutsk
VYN	Vienne Bus Station	Europe/Paris
VYS	Peru	America/Chicago
WAA	Wales Airport	America/Nome
WAB	Wabag	Pacific/Port_Moresby
WAC	Waca Airport	Africa/Addis_Ababa
WAD	Andriamena Airport	Indian/Antananarivo
WAE	Wadi al-Dawasir Domestic Airport	Asia/Riyadh
WAF	Wana Airfield	Asia/Karachi
WAG	Wanganui Airport	Pacific/Auckland
WAH	Wahpeton	America/Chicago
WAI	Ambalabe Airport	Indian/Antananarivo
WAJ	Wawoi Falls	Pacific/Port_Moresby
WAK	Ankazoabo Airport	Indian/Antananarivo
WAL	Wallops Flight Facility	America/New_York
WAM	Ambatondrazaka Airport	Indian/Antananarivo
WAN	Waverney	Australia/Brisbane
WAO	Wabo	Pacific/Port_Moresby
WAP	Alto Palena Airport	America/Santiago
WAQ	Antsalova	Indian/Antananarivo
WAR	Waris Airport	Asia/Jayapura
WAS	Washington	America/New_York
WAT	Waterford Airport	Europe/Dublin
WAU	Wauchope Landing Ground	Australia/Darwin
WAV	Wave Hill Airport	Australia/Darwin
WAW	Warsaw Chopin Airport	Europe/Warsaw
WAX	Zuwarah Airport	Africa/Tripoli
WAY	Greene County	America/New_York
WAZ	Warwick Airport	Australia/Brisbane
WBA	Wahai Maluku	Asia/Jayapura
WBB	Stebbins Airport	America/Nome
WBC	Wapolu	Pacific/Port_Moresby
WBD	Befandriana	Indian/Antananarivo
WBE	Ankaizina Airport	Indian/Antananarivo
WBG	Schleswig Air Base	Europe/Berlin
WBI	Broker Inn Airport	America/Denver
WBK	West Branch Community Airport	America/Detroit
WBM	Wapenamanda Airport	Pacific/Port_Moresby
WBN	Woburn MA US Cummings Park	America/New_York
WBO	Antsoa Airport	Indian/Antananarivo
WBQ	Beaver	America/Anchorage
WBR	Roben-Hood Airport	America/Detroit
WBU	Boulder Municipal Airport	America/Denver
WBW	Wilkes-Barre Wyoming Valley Airport	America/New_York
WCA	Gamboa Airport	America/Santiago
WCC	California	America/Los_Angeles
WCD	Kalgoorlie-Boulder Carosue Dam Airport	Australia/Perth
WCH	Chaitén Airport	America/Santiago
WCR	Chandalar Lake Airport	America/Anchorage
WDA	Wadi Ain Airport	Asia/Aden
WDB	Deep Bay Airport	America/Sitka
WDG	Enid Woodring Regional Airport	America/Chicago
WDH	Windhoek Hosea Kutako International Airport	Africa/Windhoek
WDI	Wondai Airport	Australia/Brisbane
WDN	Waldronaire Airport	America/Los_Angeles
WDR	Winder	America/New_York
WDS	Shiyan Wudangshan Airport	Asia/Shanghai
WDY	Kodiak FSS Airport	America/Anchorage
WEA	Weatherford	America/Chicago
WEC	Wenchang Railway Station	Asia/Shanghai
WED	Wedau	Pacific/Port_Moresby
WEF	Weifang Airport	Asia/Shanghai
WEH	Weihai Airport	Asia/Shanghai
WEI	Weipa Airport	Australia/Brisbane
WEL	Welkom Airport	Africa/Johannesburg
WEM	West Malling Airport	Europe/London
WEP	Weam	Pacific/Port_Moresby
WES	Weasua	Africa/Monrovia
WET	Wagethe Airport	Asia/Jayapura
WEW	Wee Waa	Australia/Sydney
WFB	Ketchikan Harbor Seaplane Base	America/Sitka
WFD	Woodford Aerodrome	Europe/London
WFI	Fianarantsoa Airport	Indian/Antananarivo
WFK	Northern Aroostook Regional Airport	America/New_York
WGA	Wagga Airport	Australia/Sydney
WGB	Bahawalnagar Airport	Asia/Karachi
WGC	Warangal Airport	Asia/Kolkata
WGE	Walgett Airport	Australia/Sydney
WGF	Manama	Asia/Bahrain
WGL	Baltra Island	Pacific/Galapagos
WGN	Shaoyang Wugang Airport	Asia/Shanghai
WGO	Winchester Regional Airport	America/New_York
WGP	Mau Hau Airport	Asia/Makassar
WGT	Wangaratta Airport	Australia/Melbourne
